Title,Pic,Summary,SID,Product Name,Rating,Scale,Author,Date,URL,Verdict
"Vava Made Me Want to Buy a $2,800 Projector",https://www.reviewgeek.com/p/uploads/2020/03/3cd4e95e.jpg,"I’ve always wanted to build a media room in my basement. It’s finished, has nice carpeting, and it’s the place I have the most control over lighting. Unfortunately, my basement is long, narrow, and has low ceilings. So, I always thought a projector was impossible for my basement. The $2,800 Vava 4K HDR Ultra-Short Throw projector turned that assumption on its head. Now I want two—one for my basement and one for my living room.",37224,"Vava Made Me Want to Buy a $2,800 Projector",8,10,Josh Hendrickson,2020-03-15T06:40:36-04:00,https://www.reviewgeek.com/37224/vava-made-me-want-to-buy-a-2800-projector/,"That’s completely ridiculous, of course, so I’d settle for one in my living room. And, there’s only one thing stopping me from dropping $2,800 on a shiny new projector (plus more for a screen) right now—my wife."
"Samsung’s Galaxy Buds+ Are a Worthy Successor, But Don’t Demand an Upgrade",https://www.reviewgeek.com/p/uploads/2020/03/32b04a35.jpg,"As someone who used and enjoyed the original Galaxy Buds, I was excited to check out the upgraded version. When I did, I was less excited: it’s almost impossible to see what’s improved for 2020 with the Galaxy Buds+. But there’s the rub—they’re headphones. It’s not about what you can see.",37606,"Samsung’s Galaxy Buds+ Are a Worthy Successor, But Don’t Demand an Upgrade",7,10,Michael Crider,2020-03-19T08:00:05-04:00,https://www.reviewgeek.com/37606/samsungs-galaxy-buds-are-a-worthy-successor-but-dont-demand-an-upgrade/,"The app itself is alright, though I wish Samsung would forego the flashy UI and just give me a list of settings. You can adjust the strength of ambient noise, choose from six equalizer settings, and customize the touch controls to your liking. There’s also a “find my earbuds” function, but the drivers are so tiny that you’re unlikely to find them in anything but a perfectly silent room. Don’t let those suckers out of your sight."
Arcade1Up’s “BurgerTime” Is a Beautiful Collector’s Item for Arcade Fans,https://www.reviewgeek.com/p/uploads/2020/03/e6066749.jpg,"I have a problem. My living room, which I’ve recently renovated with new crown molding, fresh paint, a stained glass-filled coat closet door, and LED lighting, should look like an adult’s room. But it also has four Arcade1Up cabinets: Teenage Mutant Ninja Turtles, Pac Man, Street Fighter 2, and now the limited edition $400 BurgerTime machine. Who am I kidding, my living room is fantastic. And so is BurgerTime—mostly.",34884,Arcade1Up’s “BurgerTime” Is a Beautiful Collector’s Item for Arcade Fans,8,10,Josh Hendrickson,2020-03-16T08:25:00-04:00,https://www.reviewgeek.com/34884/arcade1ups-burger-time-is-a-beautiful-collectors-item-for-arcade-fans/,"If you don’t fit those categories, and you’re sitting on the fence, you may want to think about it for a while. If you have the room, perhaps get a different cheaper cabinet first and decide if owning an arcade cabinet does make sense to you. It’s a risky proposition because the "
The HyperX ChargePlay Clutch Doubles the Switch’s Battery Life and Travels Well,https://www.reviewgeek.com/p/uploads/2020/02/0a3b5f7f.jpg,"The Switch is wonderfully portable, but not exactly a longevity champion with its 3- to 4-hour battery life. Its super-slim tablet-style form factor can also get pretty uncomfortable if you plan to test the length of that battery life in a single trip. HyperX, now expanding into console gaming gear, hopes to fix both of those problems with its aptly named ChargePlay Clutch.",34689,The HyperX ChargePlay Clutch Doubles the Switch’s Battery Life and Travels Well,8,10,Michael Crider,2020-02-19T08:00:35-05:00,https://www.reviewgeek.com/34689/the-hyperx-chargeplay-clutch-doubles-the-switchs-battery-life-and-travels-well/,"What if you want to play with the Joy-Cons removed, and you prefer the feel of the grips? Then pop out these little tabs on either grip and slide the Joy-Con into place. They can be played separately, or the magnets in the grips can attach to each other—they’re mirrored so that they can attach to either the battery or the other grip. Nice!"
The Nomad Base Station Stand is the Cadillac of Wireless Charging Stands,https://www.reviewgeek.com/p/uploads/2020/02/7747d957.jpg,"Back in November of last year, I took a look at the Nomad Base Station, a killer mat-style wireless charger that packs a big punch for its small size. Now, Nomad is back with the Base Station Stand, a $99 stand-style wireless charger with some tricks of its own.",34479,The Nomad Base Station Stand is the Cadillac of Wireless Charging Stands,9,10,Cameron Summerson,2020-02-07T12:59:41-05:00,https://www.reviewgeek.com/34479/the-nomad-base-station-stand-is-the-cadillac-of-wireless-charging-stands/,"But there’s the thing: at $99, it’s pricier than a lot of other wireless chargers. At this point, you may be asking yourself if it’s worth it. Or if I think it’s worth it. And if so, why I think it’s worth it."
Temtem Doesn’t Rely on its Inspirations to be a Good Game,https://www.reviewgeek.com/p/uploads/2020/02/e7e44edc-1.jpg,"For years, indie developers have taken inspiration from classic game franchises in order to create new experiences, and Temtem is definitely one of those games. It clearly takes the classic formula of Pokémon and turns it into an MMO. It has received a lot of praise, but are its similarities to Pokémon a crutch? Or, is it a great game regardless?",34605,Temtem Doesn’t Rely on its Inspirations to be a Good Game,8,10,Eric Schoon,2020-02-17T10:24:07-05:00,https://www.reviewgeek.com/34605/temtem-doesnt-rely-on-its-inspirations-to-be-a-good-game/,"Multiplayer is great to have, don’t get me wrong, but it would be nice to have the option of playing offline."
"GeForce NOW Is a Bit Rough, But It’s the Best Streaming Option at the Moment",https://www.reviewgeek.com/p/uploads/2020/02/e7e44edc-2.jpg,"Stadia billed itself as a streaming revolution, nothing less than a paradigm shift that would change the way we think about gaming. It’s … something less than that. NVIDIA’s entry in the streaming game market isn’t quite so bold, but it has a lot more in its favor at launch than Google’s offering. Or, anyone else, for that matter.",34711,"GeForce NOW Is a Bit Rough, But It’s the Best Streaming Option at the Moment",8,10,Michael Crider,2020-02-10T06:40:29-05:00,https://www.reviewgeek.com/34711/geforce-now-is-a-bit-rough-but-its-the-best-streaming-option-at-the-moment/,Sony and Microsoft may be able to put up a better fight. 
The $99 Wyze Lock Is the First Wyze Product We Can’t Recommend,https://www.reviewgeek.com/p/uploads/2020/02/e1a61940.jpg,"I’ve been sitting here struggling with where to begin this $99 Wyze Lock review. Usually, Wyze product reviews are a simple affair. Whether cameras, bulbs, plugs, or sensors, the outcome is always the same. A well-made product that does at least 90% of the work the competition does, for a fraction of the price. How can you not recommend that? The answer, it seems, is when it’s missing an essential feature: convenience.",35690,The $99 Wyze Lock Is the First Wyze Product We Can’t Recommend,6,10,Josh Hendrickson,2020-02-25T12:00:54-05:00,https://www.reviewgeek.com/35690/the-99-wyze-lock-is-the-first-wyze-product-i-cant-recommend/,"So it all comes down to this: I can’t recommend the Wyze Lock. Not as it currently exists. After this review, I plan to uninstall it and move back to my favorite smart lock, "
The BenQ HT3550 Review: Budget 4K Projector Champ,https://www.reviewgeek.com/p/uploads/2020/02/66be5c88.jpg,"We recently looked at several 4K projectors to identify the best (relatively) inexpensive light cannons for your viewing pleasure, and found that the Epson Home Cinema 5050UB provided the best quality and feature set for a reasonable cost. But we have a challenger! The BenQ CinePrime HT3550 is designed to knock off the champ with similar performance and a much lower cost!",34627,The BenQ HT3550 ,9,10,Russ Houberg,2020-02-20T08:00:25-05:00,https://www.reviewgeek.com/34627/the-benq-ht3550-review-budget-4k-projector-champ/,"It is never a good idea to just cut power to a projector. The projector bulb is extremely hot and must be allowed to go through the cool down cycle. Otherwise, the bulb may experience premature failure."
This Bagotte Air Fryer Has Almost Replaced My Oven,https://www.reviewgeek.com/p/uploads/2020/03/81fb2c51.jpg,"It seems like everyone is talking about air fryers and how cool they are. But really, how cool are they?  I’ve been using this Bagotte 3.7 QT air fryer for the last several weeks, and man, I’m sold. It’s awesome (but it has some quirks).",24589,This Bagotte Air Fryer Has Almost Replaced My Oven,7,10,Cameron Summerson,2020-03-18T08:00:40-04:00,https://www.reviewgeek.com/24589/this-bagotte-air-fryer-has-almost-replaced-my-oven/,"The first time my wife used it, she pushed the button while pulling the tray out, which actually released the basket from the tray. When she pulled the whole assembly out, the tray fell to the floor (and almost on her foot)."
"Groove Life Rings and Apple Watch Band Review: Groovy, Baby",https://www.reviewgeek.com/p/uploads/2020/01/cbd6708d.jpg,"Silicone wedding bands have become increasingly popular over the last several years, as they’re more comfortable, safer, and more affordable than traditional rings made of precious metals. While there is no shortage of manufacturers to choose from, Groove Life is making some of the best silicone bands out there right now.",30262,Groove Life Rings and Apple Watch Band ,8,10,Cameron Summerson,2020-01-23T08:00:57-05:00,https://www.reviewgeek.com/30262/groove-life-rings-and-apple-watch-band-review-groovy-baby/,"I’m not sure I can say the same thing for the watch bands. They’re more comfortable and breathable than a regular silicone watch band, but you can buy regular silicone watch bands for ten bucks a pop all day long. Groove’s bands cost five times that, so you have to really ask yourself if a regular band is "
The HyperX Pulsfire Raid Mouse Has the Buttons I Love and the Software I Hate,https://www.reviewgeek.com/p/uploads/2020/01/054dc83b.jpg,"For a long time I’ve been on the hunt for a “Goldilocks” gaming mouse. Something with just one more thumb button than the standard two found on shooter mice, without stretching into the less ergonomic and more complex territory of an MMO mouse with a grid setup.",34281,The HyperX Pulsfire Raid Mouse Has the Buttons I Love and the Software I Hate,7,10,Michael Crider,2020-02-06T06:40:56-05:00,https://www.reviewgeek.com/34281/the-hyperx-pulsfire-raid-mouse-has-the-buttons-i-love-and-the-software-i-hate/,"On top of that, the software is unintuitive and poorly laid out. I’m hesitant to be so critical—the binding and saving problems seem to be a driver issue, and might easily be fixed in a software update. But I can only review based on the experience I have right now, not what may or may not be fixed later. And right now, the software experience is barely functional at all."
RAVPower’s New 29-Watt Power Bank is the Best Option for Most People,https://www.reviewgeek.com/p/uploads/2020/02/40a24b5e.jpg,"RAVPower manages to dramatically improve its portable power banks every year. And the company’s newest offering, a pocketable 10,000 mAh 29-watt battery , feels like a leap into the future. At just under $40, I think that it’s the best portable battery for the average person.",35737,RAVPower’s New 29-Watt Power Bank is the Best Option for Most People,10,10,Andrew Heinzman,2020-02-26T09:00:56-05:00,https://www.reviewgeek.com/35737/ravpowers-new-29-watt-power-bank-is-the-best-option-for-average-people/,"All of these specs and build quality improvements feel other-worldly, especially for a device that costs less than $40. And unlike other batteries that I’ve reviewed, this new RAVPower fare is packaged with a USB-C to USB-C cable. Other RAVPower USB-C products, like the "
Brawlhalla Is Scratching My Super Smash Bros. Itch (Better Than Smash Does),https://www.reviewgeek.com/p/uploads/2020/02/8e54941c.jpg,"Ask any Smash Bros. fan, and they’ll tell you that SSB Ultimate’s online mode leaves a lot to be desired. It’s often laggy, it takes forever to get into a match, and your options for customization are limited at best. So, despite loving the game, I haven’t played it seriously in months.",35127,Brawlhalla Is Scratching My Super Smash Bros. Itch (Better Than Smash Does),8,10,Michael Crider,2020-02-25T08:00:40-05:00,https://www.reviewgeek.com/35127/brawlhalla-is-scratching-my-super-smash-bros-itch-better-than-smash-does/,"Like many smaller games, "
The Jabra Elite 75t Are the Best Sounding True Wireless Earbuds You Can Buy,https://www.reviewgeek.com/p/uploads/2020/01/c4f25e30.jpg,"Back in August of last year, I reviewed the Jabra Elite Active 65t and loved them. At the time, they were some of the best true wireless earbuds I’d used. Fast-forward to now, and I’ve been using the Elite 75t for several weeks, and I love them even more. They improve on the 65t in basically every way.",33012,The Jabra Elite 75t Are the Best Sounding True Wireless Earbuds You Can Buy,9,10,Cameron Summerson,2020-01-17T08:00:41-05:00,https://www.reviewgeek.com/33012/the-jabra-elite-75t-are-the-best-sounding-true-wireless-earbuds-you-can-buy/,I guess it’s really not fair to knock them because they’re missing this one feature that I personally 
TicPods 2 Pro Review: Utterly Uninspiring,https://www.reviewgeek.com/p/uploads/2020/02/27a5463e.jpg,"A little less than a year ago, I reviewed the original TicPods earbuds and liked them. The true wireless earbud landscape has changed dramatically since then, with better sound quality, improved battery life, and features like noise canceling taking center stage. Now Mobvoi is back with the follow-up to the TicPods, but how good of an upgrade are they, really?",35628,TicPods 2 Pro ,5,10,Cameron Summerson,2020-03-02T06:40:22-05:00,https://www.reviewgeek.com/35628/ticpods-2-pro-review-utterly-uninspiring/,"Here’s the fact: there are better, more comfortable, and generally just nicer true wireless headphones out there now. The Galaxy Buds+ are $20 more than the TicPods 2 Pro but sound better and offer a customizable fit. The "
The ThinkPad X1 Yoga Was a Flexible (but Pricey) Companion at CES,https://www.reviewgeek.com/p/uploads/2020/01/0e47ca0f.jpg,"For the second year in a row, I took a brand-new laptop to CES (the largest technology trade show in the world), so I could review it under the harshest, most unpredictable conditions. I did this because I hate myself, and I like to channel that into buying advice for consumers.",33903,The ThinkPad X1 Yoga Was a Flexible (but Pricey) Companion at CES,7,10,Michael Crider,2020-01-31T06:40:55-05:00,https://www.reviewgeek.com/33903/the-thinkpad-x1-yoga-was-a-flexible-but-pricey-companion-at-ces/,"A convertible laptop from Acer or HP with identical specs (but, admittedly, without that wonderful backlit keyboard or fingerprint reader, and in a cheaper case) is $400 to $500 cheaper."
Zamkol’s Speakers’ Neat Tricks Can’t Overcome Poor Audio Quality,https://www.reviewgeek.com/p/uploads/2020/01/0f796a19.jpg,"I jumped at the chance to review the Zamkol Bluetooth speaker set because of its unique features. It has basic waterproofing and a two-in-one design that provides stereo music. On these points, the design delivers. You get extremely loud stereo sound and easy pairing without an app.",33654,Zamkol’s Speakers’ Neat Tricks Can’t Overcome Poor Audio Quality,6,10,Michael Crider,2020-01-27T09:00:35-05:00,https://www.reviewgeek.com/33654/zamkols-speakers-neat-tricks-cant-overcome-poor-audio-quality/,"Maybe the water-resistance has something to do with the sound quality. Even so, the massive, passive radiators on the rear of each unit would have indicated much better bass performance than this. It’s a disappointment, to be sure, to be sure. (One for each speaker, you see.)"
This RavPower Battery Saved My Ass at CES,https://www.reviewgeek.com/p/uploads/2020/01/209e7b11.jpg,"I love using CES as a time to not just get ideas of what to expect in the coming year, but also to test new products. And what better place to test a big-ass battery? I submit that there is none. This year, I went with a 20100 mAh pack from RavPower, and man did it deliver the power.",33820,This RavPower Battery Saved My Ass at CES,9,10,Cameron Summerson,2020-01-27T08:00:37-05:00,https://www.reviewgeek.com/33820/this-ravpower-battery-saved-my-ass-at-ces/,So out comes the RavPower battery (and a you-could-kill-someone-with-it 
The R650 Adjustable Power Base Makes a Great Mattress Even Better,https://www.reviewgeek.com/p/uploads/2019/12/0064e1ce.jpg,"The key to a good night’s sleep is a good pillow and a great mattress. But, if you want to make something great even better, you might consider an adjustable power base that lifts your head or feet. The $2,000 R650 Adjustable Power Base does precisely that, and tilts, and includes massage features, and you can control it by voice or app. But you’ll probably reach for the remote instead.",30388,The R650 Adjustable Power Base Makes a Great Mattress Even Better,7,10,Josh Hendrickson,2019-12-24T09:00:19-05:00,https://www.reviewgeek.com/30388/the-r650-adjustable-power-base-makes-a-great-mattress-even-better/,"As a function of the bed, it doesn’t feel necessary for a good night’s sleep—until it was. When I was sick and couldn’t breathe without tilting or when I hurt myself, and the massage functions melted the pain away, suddenly it felt like a necessity. But those features are luxuries, and so they can wait until we have room in the budget for luxury purchases. But, I’ve discovered that luxury can be worth the price of admission."
Mighty Vibe: A Tiny Music Player for Spotify or Amazon Music,https://www.reviewgeek.com/p/uploads/2019/12/50180c0b.jpg,"If you miss the good ole days of the iPod Shuffle but don’t want to give up streaming, the Mighty Vibe might be just the thing for you. This compact, shuffle-style media player syncs your playlists from Spotify or Amazon Music—no phone required!",31295,Mighty Vibe: A Tiny Music Player for Spotify or Amazon Music,8,10,Ted Needleman,2020-02-02T06:40:47-05:00,https://www.reviewgeek.com/31295/mighty-vibe-a-tiny-music-player-for-spotify-or-amazon-music/,"The other “but” is a real pain in the butt, and it’s the 10-inch length of the charging cable. It leaves the player hanging from the wall wart when you plug it into an AC outlet. Mighty offers an additional cable for $8. It isn’t any longer than the other one, but a spare cord is probably a good idea in case you lose or damage the one that comes with the player. Alternatively, you can get a "
Be Quiet’s Pure Base 500 PC Case Looks Slick and Gets the Job Done,https://www.reviewgeek.com/p/uploads/2019/12/0d161e13.jpg,"The land of PC cases is a fascinating one, considering they’re all basically elaborate boxes. There are cases with sophisticated cooling systems, eye-searing RGB, unconventional shapes, and branding that borders on the ridiculous. The Pure Base 500 isn’t any of those things, but it accomplishes what it sets out to do.",30754,Be Quiet’s Pure Base 500 PC Case Looks Slick and Gets the Job Done,6,10,Michael Crider,2019-12-26T09:00:50-05:00,https://www.reviewgeek.com/30754/be-quiets-pure-base-500-pc-case-looks-slick-and-gets-the-job-done/,"The Pure Base 500 is one of those things that’s hard to write an interesting review about because it’s just kind of okay. Not spectacular in any one area, with the possible exception of sound damping, and not particularly egregious in any way. It doesn’t make for an especially compelling review (sorry) or product."
The Afidus ATL-200 Time Lapse Camera Is Wonderful But Frustrating,https://www.reviewgeek.com/p/uploads/2020/01/f9d8f9e2.jpg,"Time-lapse videos of buildings being constructed or flowers blooming are incredible. Making them, though, requires a ton of recording time and editing software. The Afidus ATL-200 Time Lapse Camera is designed to make shooting time-lapse videos easier—and it does! But it could be better.",33803,The Afidus ATL-200 Time Lapse Camera Is Wonderful But Frustrating,7,10,Josh Hendrickson,2020-02-03T06:40:16-05:00,https://www.reviewgeek.com/33803/the-afidus-atl-200-time-lapse-camera-is-wonderful-but-frustrating/,"However, if the idea of creating a time-lapse video is a novelty, you might want to try a Wyze Cam first. If you like it and want to improve your time-lapse videos, then, perhaps, it will be time to bite the bullet."
The Ninja Foodi Grill Brings Outdoor Grilling Inside,https://www.reviewgeek.com/p/uploads/2019/12/edce6374.jpg,"Outdoor grill covered in snow? No problem. The Ninja Foodi Grill lets you make great grilled food inside. And it doesn’t stop with grilling. You can also air fry, roast, bake, and dehydrate food. But the Foodi Grill is best at doing its namesake—grilling.",26832,The Ninja Foodi Grill Brings Outdoor Grilling Inside,7,10,Ted Needleman,2020-01-04T06:40:42-05:00,https://www.reviewgeek.com/26832/the-ninja-foodi-grill-brings-outdoor-grilling-inside/,"I was also less than impressed with some of the other cooking modes. I don’t dehydrate food, but if you find it useful, know that you’ll need the optional food rack, which isn’t included with this model. Nor is the optional baking pan. Both of these come with the more expensive model, which might be worth looking into if you want the additional accessories "
"Mophie Wireless Charging Pads Review: Premium, But a Steep Cost of Entry",https://www.reviewgeek.com/p/uploads/2019/12/25f83e3b.jpg,"Remember that time Apple announced AirPower, then canceled it? Well, that opened the door for third-party manufacturers to create products to take on what AirPower could’ve been. Among those manufacturers is Mophie, with not one, but two AirPower-like multi-device charging pads.",28479,Mophie Wireless Charging Pads ,7,10,Cameron Summerson,2019-12-06T06:40:33-05:00,https://www.reviewgeek.com/28479/mophie-wireless-charging-pads-review-premium-but-a-steep-cost-of-entry/,"Speaking of the cost, the Dual Wireless Charging Pad goes for $80. Again, that’s pretty steep for what it is, especially when you can get "
Katana Zero Proves That Difficulty and Frustration Aren’t the Same Thing,https://www.reviewgeek.com/p/uploads/2019/12/1ac5ff16.jpg,"Some people love a punishingly hard game. I don’t. I appreciate a challenge when it’s given to me straight. But pure video game masochism presented as difficulty has never struck me as anything except self-indulgent, for both the game and the kind of player who enjoys it.",30398,Katana Zero Proves That Difficulty and Frustration Aren’t the Same Thing,6,10,Michael Crider,2019-12-20T09:00:11-05:00,https://www.reviewgeek.com/30398/katana-zero-proves-that-difficulty-and-frustration-arent-the-same-thing/,"After about five hours and a shamelessly cheap “final” boss, I concluded the story. “Final” is in quotation marks, because there’s a new area that opens up after the credits, and a little Googling tells me there’s a "
These “Performance Thumbsticks” by KontrolFreek Are Literal Game Changers,https://www.reviewgeek.com/p/uploads/2019/12/67e257a2.jpg,"You likely have many gaming accessories you can’t live without, like a cushiony headset or maybe even that comfy gaming chair. But what about a relatively minor, small, and cheap accessory that kind of sounds like a gimmick? I thought these $15 “performance thumbsticks” from KontrolFreek would fit into the latter category, but after trying them out on my DualShock 4; boy, was I wrong.",29735,These “Performance Thumbsticks” by KontrolFreek Are Literal Game Changers,9,10,Craig Lloyd,2019-12-12T06:40:38-05:00,https://www.reviewgeek.com/29735/these-performance-thumbsticks-by-kontrolfreek-are-literal-game-changers/,"For the first time in my life, I complained about joysticks, and I couldn’t believe how horrible the experience was without the performance thumbsticks. I must’ve slowly gotten used to them that I didn’t even notice the improvements. But sure enough, they make my aim more accurate, and I have more precision over characters, cars, or whatever I’m controlling. On top of that, the amount of grip compared to the stock joysticks is insane. Even just the simple nubbles on my Ultra thumbsticks help a ton."
The Nexx Nxg-200 Smart Garage Controller Will Control Any Garage Door—with a Catch,https://www.reviewgeek.com/p/uploads/2019/12/6a4eb716.jpg,"I own a Chamberlain garage door opener, and sometimes that’s a pain. It’s not smart unless I add a Chamberlain Wi-Fi bridge. And the company requires extra subscriptions for basic features like Google Assistant control, which I don’t like. The door opener also uses proprietary communication signals preventing other smart products from working. Now there’s a workaround for that problem—the Nexx NXG-200 Smart Garage Controller.",29283,The Nexx Nxg-200 Smart Garage Controller Will Control Any Garage Door—with a Catch,8,10,Josh Hendrickson,2019-12-08T06:40:16-05:00,https://www.reviewgeek.com/29283/the-nexx-nxg-200-smart-garage-controller-will-control-any-garage-door-with-a-catch/,"Overall, I like the Nexx Controller. It’s convenient to know when the door is open or closed, and if someone forgets to close it. I’d like to have some camera integration, so I can see things from one app as well, but for now, I’m using a Wyze Cam. And while I was testing, the internet in my home had an outage. A lot of my Wi-Fi-powered smart home devices didn’t work right without the internet, but the Nexx controller did. Because it uses Bluetooth as a fallback. That’s a fantastic win for Nexx."
Beats Solo Pro Review: Killer Headphones with One Major Flaw,https://www.reviewgeek.com/p/uploads/2019/12/c9aca9e7-1.jpg,"If you’ve ever said to yourself “man, I really love the ANC and Transparency features of the AirPods Pro, I just wish they were on-ear!,” then the Beats Solo Pro might be your huckleberry. They sound great, offer killer features you won’t find in other products, and have a premium feel. But they’re also not without their own issues.",29849,Beats Solo Pro ,8,10,Cameron Summerson,2019-12-16T06:40:08-05:00,https://www.reviewgeek.com/29849/beats-solo-pro-review-killer-headphones-with-one-major-flaw/,"It’s also worth mentioning that there isn’t an app available for the Solo Pro to allow you to fine-tune your audio experience, which is something you can often get with other headsets. So if your preferred music player doesn’t offer an equalizer (and most don’t), then you’re simply left with what you get out of the box. That isn’t necessarily a bad thing, of course, but it’ still worth considering."
The LEGO Newbury Haunted High School Turns You into a Ghostbuster,https://www.reviewgeek.com/p/uploads/2019/11/a00414d3.jpg,"LEGO’s new Hidden Side set series is more than it seems at first glance. Each set hides away many secrets, some of which you can only find using an app. That’s because this set features augmented reality that brings everything to life. Well, except the ghosts.",28627,The LEGO Newbury Haunted High School Turns You into a Ghostbuster,8,10,Josh Hendrickson,2019-12-04T09:00:49-05:00,https://www.reviewgeek.com/28627/the-lego-newbury-haunted-high-school-turns-you-into-a-ghostbuster/,"But the Newbury Haunted High School includes the AR game, which does cost to create, so that warrants some consideration. And more importantly (as a LEGO collector anyway), this set comes with multiple unique bricks we haven’t seen before. In some cases, that means unusual shapes, like a hot dog with bun, that we either haven’t seen anywhere else or that can only be found in discontinued sets. In other cases, it’s architectural pieces in new colors we’ve never seen before."
The Arcade1Up Teenage Mutant Ninja Turtle Arcade: A Return to Childhood,https://www.reviewgeek.com/p/uploads/2019/12/fade9d7f.jpg,"I was born in the early ’80s and spent way too much time doing two things: watching Teenage Mutant Ninja Turtles and playing the arcade game based on the show. Now, Arcade1Up wants to sell you a replica. I bought one and love playing it.",29855,The Arcade1Up Teenage Mutant Ninja Turtle Arcade: A Return to Childhood,8,10,Josh Hendrickson,2019-12-17T06:40:36-05:00,https://www.reviewgeek.com/29855/the-arcade1up-teenage-mutant-ninja-turtle-arcade-a-return-to-childhood/,"Beyond Turtle fans, this arcade is also great for collectors or anyone who wants an arcade machine in the rec room. If you’re comfortable with modding arcade machines, you should take a look, too—it’s rare to find a machine with spots for four joysticks. Even if you replace the controls, at least the holes are pre-drilled. You might decide you don’t have to, as Arcade1Up used better hardware on this than on its earlier machines."
The Avantree TWS115 True Wireless Earbuds: Bass Boost and Wireless Charging for Cheap,https://www.reviewgeek.com/p/uploads/2019/11/fb5c81ed-4.png,"As the name implies, you can charge the Avantree TWS115 True Wireless Earbuds wirelessly, and they also have a heavy bass response. Plus, they cost less than $50, which is a steal!",27598,The Avantree TWS115 True Wireless Earbuds: Bass Boost and Wireless Charging for Cheap,7.5,10,Andrew Heinzman,2019-11-15T08:00:06-05:00,https://www.reviewgeek.com/27598/the-avantree-tws115-true-wireless-earbuds-bass-boost-and-wireless-charging-for-cheap/,"All in all, the Avantree TWS115s are a great pair of budget earbuds. They feature a high bass response, solid battery life, and wireless charging (which I consider to be a luxury)."
The TaoTronics Cool Mist Humidifier is Quiet and Seldom Needs a Refill,https://www.reviewgeek.com/p/uploads/2019/12/81401c72.jpg,"In the United States, force-air heating systems are one of the most common ways to heat homes. But they can leave your home feeling dry. If your home feels dry as a desert, then a humidifier can combat the problem. TaoTronic’s $70 Cool Mist Humidifier promises to be an affordable and easy to fill humidifier, and it succeeds at those goals.",30180,The TaoTronics Cool Mist Humidifier is Quiet and Seldom Needs a Refill,8,10,Josh Hendrickson,2019-12-19T08:00:56-05:00,https://www.reviewgeek.com/30180/the-taotronics-cool-mist-humidifier-is-quiet-and-seldom-needs-a-refill/,"The problems with this humidifier and relatively minor. The LED is easy to work around, and I got used to dropping the tank onto the base eventually. And the window issue may not be a problem depending on where you put the humidifier."
Google Stadia Review: An Expensive and Limited Beta,https://www.reviewgeek.com/p/uploads/2019/11/3a284718.jpg,"I wish Google had labeled Stadia as a beta product because that’s what it is. If they had, I’d be able to recommend the streaming game platform as a curiosity to interested early adopters.",28058,Google Stadia ,3,10,Michael Crider,2019-11-18T12:00:21-05:00,https://www.reviewgeek.com/28058/google-stadia-review-an-expensive-beta/,"But there’s hope on the horizon. Google isn’t going to abandon Stadia immediately—it will undoubtedly keep things going until the free tier becomes available next year. That will, not coincidentally, be around the same time Microsoft and Sony are asking people to spend a car payment’s worth of money on a shiny new console."
SmartDry: The Fantastic Way to Make Your Dumb Dryer Smart,https://www.reviewgeek.com/p/uploads/2019/11/a2902ef8.jpg,"The SmartDry wireless laundry sensor promises to make your dryer smart for a very reasonable $50. The sensor notifies you when your clothes are dry, when the dryer stops, or if the heat is out of control. And, by golly, it delivers!",27249,SmartDry: The Fantastic Way to Make Your Dumb Dryer Smart,9,10,Josh Hendrickson,2019-11-18T06:40:18-05:00,https://www.reviewgeek.com/27249/smartdry-the-fantastic-way-to-make-your-dumb-dryer-smart/,"I haven’t had it long enough to say if this is true, but it seems possible, given I’m now routinely stopping the dryer with 10 or 15 minutes left on the timer. It’s also very convenient. My wife does most of the laundry (hey, I do other chores, okay?), so she took control of the app midway through the test and fell in love with the thing."
The Dream Supreme II Hybrid Mattress Is Super Expensive (and Worth Every Penny),https://www.reviewgeek.com/p/uploads/2019/12/1c4d0b73.jpg,"I have a shocking confession: I’ve never spent over $3,000 on a mattress. OK, that’s not shocking at all. The most I’ve ever spent is $500, and mostly I’ve been left sleepless and unsatisfied. That’s partly because my wife and I can’t agree on how firm a bed should be. The Dream Supreme II Hybrid Mattress fixes that issue with a near-infinite customizable solution. And I might never get out of bed again.",30300,The Dream Supreme II Hybrid Mattress Is Super Expensive (and Worth Every Penny),8,10,Josh Hendrickson,2019-12-19T09:00:14-05:00,https://www.reviewgeek.com/30300/the-dream-supreme-ii-hybrid-mattress-is-super-expensive-and-worth-every-penny/,"We’ve decided we can’t go back. We can’t sleep on that memory foam mattress again. Ever. We’ve never spent this much on a mattress before, but we will now. This mattress is just far too comfortable—for both my wife and me. We wake up refreshed and without aches in our bodies. I didn’t fully realize how terribly I was sleeping until I spent a few weeks on a good mattress."
